text,sarcasm_label
"Dimulai dengan kebohongan, ditutup dengan kebohongan pula, mengguanakan uang pajak ya 🤣",Sarcasm
sampai ada penerjun payung loh membentangkan fotonya. itu bayar brp,Non-Sarcasm
Kenapa ya yg megkritik disebut anak abah terus. aneh pemikirannya,Non-Sarcasm
TIDAK RELA.. GUE TUNTUT JOKOWI DIAKHERAT.. Didunia eko boleh menang.. Diakherat.. DIKULITI oleh Iblis di Neraka,Non-Sarcasm
Mari perhatikan para pengemis receh berkedok influencer... Tidak ada integritas 😂😂😂,Sarcasm
"𝐒𝐮𝐝𝐚𝐡 𝐊𝐞𝐛𝐚𝐥, 𝐛𝐞𝐫𝐢𝐭𝐚 𝐠𝐢𝐭𝐮𝐚𝐧... 𝐬𝐝𝐡 𝐭𝐚𝐮 𝐛𝐨𝐡𝐨𝐧𝐠...",Non-Sarcasm
Manusia yang suka dijilat buzzer yang mau jabatan instan dan ternyata di kasih jabatan beneran makanya pejabat nya kosong semua rata2 yang di bawa mulyono (termasuk keluarga) nya upsss 🤭,Non-Sarcasm
Ih jijik,Non-Sarcasm
"Presiden terburuk sepanjang sejarah Indonesia. Korupsi tambah merajalela. Nepotisme  dimana mana, hutang negara bejibun yg dibebankan ke rakyat, demokrasi setengah mati..kok masih nggak ada malu lagi klaim berhasil.",Non-Sarcasm
Pajak kita buat bayar buzzer dan Influencer??😢😢,Non-Sarcasm
The Pinokio of Indonesia,Non-Sarcasm
Mulyono penipu bukan kaleng2,Non-Sarcasm
Luar biasa pakdee,Non-Sarcasm
Tag orangnya @jokowi sama anak2nya @gibran_rakabuming,Non-Sarcasm
Tempo oke,Non-Sarcasm
🔥🔥🔥🔥,Non-Sarcasm
"Maaf ya.. kalo Anda cuma membuat narasi tanpa ada data yang anda sajikan sekira nya itu namanya apa? Dongeng bos.. Kalau memang buat berita seperti ini berikan informasi yang terkonfirmasi, ada validasi dan bisa di pertanggung jawabkan.. kalo cuma Narasi saya juga bisa bilang tukang bakmi depan rumah saya sebenarnya intelijen negara xxxx yang ingin menghancurkan indonesia dengan nuke berdasarkan isu dan desas desus.. think smart apapun kebenaran nya.. kaum anti di bodohi oleh pihak manapun.. 😂",Sarcasm
@jokowi,Non-Sarcasm
"Kok adaaaaaaa manusia modelan bgini yaa,,, heraaaannnn",Non-Sarcasm
Nggak perlu dipolespun Cutra Jokowi baik dimata mayoritas rakyat Indonesia,Non-Sarcasm
"Hanya ada dua kemungkinan , antara WARAS atau GAK WARAS . Kalau benar ada operasi pencitraan keberhasilan Presiden Jokowi . Wallahualam .",Non-Sarcasm
hahah menjijikan betul ya,Sarcasm
Menyala Tempo ku 🔥🔥🔥,Non-Sarcasm
Alhamdulillah dari dulu ga pernah milih!,Non-Sarcasm
Terb………,Non-Sarcasm
Sejak ada dia jd gubernur jkt ... jd boneka pdi.. gw udh ga suka liat dia.. krn feeling gw selalu tepat... kalo dia tuh cuma pencitraan... ya lo sadar aja pas gorong2 segitu nya ... sama muka kampung nya yg sok iyeee... pdhl mah dia serakah banget... 🤭🤭🤭 untung ga pernah milih dia.. jd ga ikut andil dlm menysahkan rakyat indo 😢,Non-Sarcasm
Alhamdulillah kita semua sudah sadar,Non-Sarcasm
😢,Non-Sarcasm
"Pantes ada banget di udara dri polri, tulisannya terimakasih pak jkw",Non-Sarcasm
"ini REAL cuy. i've been worked at agency before. tahun 2021 ada kerja sama dengan menkominfo ttg ""Capaian Jokowi Ma'ruf"". Lawak memang😭🙏🏻",Non-Sarcasm
Aku greget aku gregettt 😂,Sarcasm
Iya dapat videonya di wag😂,Sarcasm
Dr awal mimpin jkt bnyak blundernya trs naik presiden aja gua yg “haaah? Serius? Mana kepilih lg dan pro kontra tentang pemungutan suara juga waktu itu” mana dua periode lg elaaah,Non-Sarcasm
"Tidak rela dan ikhlas dunia akhirat, semoga Allah membalas kelakuan2 pemimpin yg dzalim Aaamiin YRA 🔥",Non-Sarcasm
"Org tua"" mana ngerti kek gni 😢 pas di jelasin batu 😂",Sarcasm
Mul Mul mbok wis biasa wae dadi wong ki,Non-Sarcasm
🗿🗿🗿🗿🗿🗿,Non-Sarcasm
Tp ak yg 7 th d solo beliau g pencitraaan sih,Non-Sarcasm
Gorong2 pembawa petaka,Non-Sarcasm
Fufufafa... 🙌,Non-Sarcasm
Uang pajak gua tu woi nyarinya susah,Non-Sarcasm
"Pemerintahan Jkw adalah fenomena dimana masyarakat yang awalnya apatis, mulai tergugah dengan politik dikarenakan mencium harumnya harapan baru pemimpin yang bersih, yang bisa membawa perubahan ke arah lebih baik. Namun ternyata di kesempatan kedua pemerintahannya, mereka justru merasa dikecewakan bertubi - tubi dan akhirnya menjadi lebih apatis daripada sebelumnya. Minimal Jkw membuka mata mereka, bahwa penguasa ternyata sama saja. Muaranya tak jauh dari melanggengkan kenyamanan yg sudah dinikmati. Mencari keuntungan bagi diri sendiri, keluarga dan lingkaran dekat.",Non-Sarcasm
,Non-Sarcasm
Then prove it!!!!!!!,Non-Sarcasm
Caption yg sangat menggelegar,Non-Sarcasm
"Tidak, aku sendiri yang akan mempromosikan #terimakasijokowidodo  dari pelosok lombok timur ❤️",Non-Sarcasm
"Sebelum Jokowi menjabat sebagai presiden, NTB gak di kenal dunia.....",Non-Sarcasm
Pemerintahan jokowi adalah pemerintahan jamaah menuju neraka… semoga rakyat yg mendukungnya 2 periode segera sadar dan bertaubat,Non-Sarcasm
Tv 0n3 munafik 🤣,Sarcasm
"Menyedihkan sekali.. di akhir masa jabatan harus berbuat seperti ini.. semua itu terjadi karena apa yang dia perbuat justru malah banyak merugikan rakyat... jika tidak, tentu dia tidak perlu repot2 memoles diri....",Non-Sarcasm
Astaga negri ku di ginikan😢,Non-Sarcasm
"Aku cinta ""proposal"" yg di ACC 🤭🤭🤭🥰🥰🥰🥰😘",Non-Sarcasm
"Shame on you Mulyono, kroni oligarki, influencer penyepong rezim, dan BuzzeRp",Non-Sarcasm
Ati2 aja,Non-Sarcasm
Tempo Top 👏,Non-Sarcasm
Harus dpoles karena . Kalu tak dipoles. Akan terlihat jelek.buruk.gagal.mangkrak.lalay.ga bener. Dan tertipu,Non-Sarcasm
Buzzer jarang muncul di komen tempo 🤭,Non-Sarcasm
Pakai dana APBN pulak pastinya... Duit pajak rakyat buat membohongi rakyat ...,Sarcasm
Yang dipoles adalah jokowi. Yg memoles adalah gibran yg potong rambut style jokowi😂,Sarcasm
"tukang kayu sedang memoles pahatannya biar terlihat baik dimata rakyat ,padahal pahatannya rusak keropos dan tidak layak untuk dikagumi😮‍💨",Non-Sarcasm
Terlalu subjektif. Objektivitasnya mana?,Non-Sarcasm
"Didesain, mengerahkan, menyembunyikan, itu dasarnya dari mana Kak Tempo?",Non-Sarcasm
Menanti fufufafa jadi wapres 🙌,Non-Sarcasm
I 💓 jokowi,Non-Sarcasm
Si paling butuh validasi. Power syndrome akut,Non-Sarcasm
"InsyaAllah tidak..karena jelas sekali terasa akibat drpd kebijakan² yg dilakukan para penguasa selama 10thn ini,,",Sarcasm
Bermodal lugu + ngibul kamu pasti bisaaaa.... 💪,Sarcasm
Jangan biarkan lengser dengan tenang🔥.🔥🔥🔥🔥,Non-Sarcasm
Presiden terbaik🔥🔥🔥🔥 pasti di bilang Buzzer nih klo koment begini😂😂😂😂 kocak.,Sarcasm
"Maaf bukan pemilih Jokowi dan Anis 2024, saya milih Mahfud MD.  Jadi 2024 saya merasa gak dek dek ser",Non-Sarcasm
Gajelas ege lu pada dongeng kek mahasiswa abad ini 😮,Non-Sarcasm
"di akhir jabatan masi aj kampanye lu mul, niat bgt utk mendapatkan validasi.",Non-Sarcasm
Presiden Terbalik 🔥,Non-Sarcasm
Siapa yang akan audit jok,Non-Sarcasm
Anncookkk tenann,Non-Sarcasm
Sok suci semua 😂,Sarcasm
Boleh gk sih gk ikhlas dunia dan akhirat ?,Non-Sarcasm
🔥🔥,Non-Sarcasm
Ga ikhlas Dunia Akhirat,Non-Sarcasm
Bobrok,Non-Sarcasm
"Makin 🔥🔥🔥nih tempo,beritanya juga jd rujukan..",Non-Sarcasm
Jokowi 🤮🤮🤮,Non-Sarcasm
Buta mata buta hati Kao cuuuk,Non-Sarcasm
Mo dipoles secantik apapun tetap aja boroknya nampak,Non-Sarcasm
@sonorafm92 pantesan wkkwk,Non-Sarcasm
Ya mau gmn lagi kok tanya saya,Non-Sarcasm
"Semakin jelas, propaganda menunjukkan dia sendiri tidak yakin kinerja nya bagus.",Non-Sarcasm
"Gua ga tau dalam politik indonesia mana yang jujur dan mana yang bohong 
Tapi satu hal… aku berharap ada kemajuan yang benar dan baik",Non-Sarcasm
Dulu aku korban...skrng amit2 nek percaya....,Non-Sarcasm
Dan temen gw msh menyanjung2nya kmakan konten2 buzernya 😢,Non-Sarcasm
"Utang si gpp, korupsi yg bkin geleng2, kapeka digembosi, ketuanya malah korup jg, kacau gk",Non-Sarcasm
Gak banageet. Semua palsu,Non-Sarcasm
Gajah Mati meninggalkan Gading Harimau mati meninggalkan Belang Jokowi selesai apa yang ditinggalkan? ......... (isi sendiri apa yang pantas asal jangan misuh / kata kotor).,Non-Sarcasm
Alhamdulillah bukan pemuja Jokowi n keluarga,Non-Sarcasm
Enak ya 2 periode udah bikin keluarga semakin sejahtera dan rakyat semakin menderita @jokowi,Non-Sarcasm
"5 tahun pertama well it was fine, the next 5 years…omg…",Non-Sarcasm
#PengadilanRakyat 🔥🔥🔥,Non-Sarcasm
ngeri,Non-Sarcasm
Parah kamu @jokowi ‼️,Non-Sarcasm
Supah.. gw tuntut di Akhirat,Non-Sarcasm
the KKK 🔥🔥🔥,Non-Sarcasm
"Nah, jangan muji2 terus to @wasisyulifadly",Non-Sarcasm
"@gnfi koe intuk piro, bos?",Non-Sarcasm
Belum dimulai apa ya 😂,Sarcasm
Ga ikhlas dunia dan akherat,Non-Sarcasm
"Artinya Jokowi sendiri nggak yakin 10 tahun kepemimpinannya berhasil , sampai dia harus sewa buzzer untuk memoles citranya",Non-Sarcasm
Menyala terus @tempodotco,Non-Sarcasm
@tempodotco 🔥🔥🔥,Non-Sarcasm
Ternyata Mulyono belum berdamai dgn diri sendiri . GWS ya mul,Non-Sarcasm
Licikkkk bgtt,Non-Sarcasm
Pajak saya cuma utk bayarin pencitraan orang yg mau pensiun.,Non-Sarcasm
🔥🔥🔥🔥,Non-Sarcasm
Pajak kt buat promo dia.. uwek,Non-Sarcasm
"Buang2 anggaran untuk pencitraan yg tidak ada manfaat nya, padahal keadaan ekonomi sekarang yg memprihatinkan",Non-Sarcasm
Satu satunya presiden terhina dan terkorup sepanjang sejarah idonesia setelah purna tugas,Non-Sarcasm
,Non-Sarcasm
buzzer gga laku klw ditempo 😂,Sarcasm
"Yang paling parah di era jkw adalah nepotisme yg gila2an, klo korupsi yaudalah presiden mana yg gak korupsi. Lah ini semua keluarganya punya jabatan, smua yg pro dia di ksh jabatan di tmp2 yg vital. Sangking kualitas orgnya gak mumpuni smp banyak bgt masalah2 yg fundamental gak ada solusinya... salah 1 nya kasus kebocoran data. Nilai sendiri lah 💩",Non-Sarcasm
tempodotco bener2 besttttt,Non-Sarcasm
"Sejak msh dsolo dan dia JD walkot solo,kgak pnah percaya SM pencitraannya dr sok baik SM pdagang kcil,memakai produk lokal yg dbli dipasar,smpe Esemka dan masuk gorong2....",Non-Sarcasm
naikkan gaji admin 🔥🔥🔥,Non-Sarcasm
Gak rela cuma mau menuntut keadilan kemana didunia ini,Non-Sarcasm
"Sekarang baru bilang begini, padahal dulu awal awal tempo ikut memoles wajah j-owi biar glowing kan 😂",Sarcasm
Gak rela😢,Non-Sarcasm
Manyala Tempo🔥,Non-Sarcasm
"menyala Tempo kuuu 🔥🔥🔥🔥🔥 very  insightful, very mindful, very demure",Non-Sarcasm
"Mau dipoles secakep apapun, tetap aja sdh hitam pemerintahan nya",Non-Sarcasm
Pake uang pribadi atau uang negara pak Mul? @jokowi,Non-Sarcasm
"Terima kasih infonya... Tapi, kami yg berada di barisan perubahan untuk mengadili Jokowi tak akan tertipu Ama Pinokio Jawa...",Non-Sarcasm
Menyala tempo🔥,Non-Sarcasm
Ini info dah santer bgt di tmn2 saya yang kerja di perusahaan plat merah,Non-Sarcasm
"Na^udzubillah,ngemis ngarab pengakuan dgn cara2 memalukan,buat Pak Prabowo yg baru mau di lantik,jgn menzalimi rakyat ya pak pasti rakyat akan memuja & banga,tapi kalau zalim akibatnya begini",Sarcasm
Panjang umur tempooooo 🔥,Non-Sarcasm
"Selagi uang pajak kita dipke bkan untuk seharusnya, Saya tidak ridho. Biar nanti mrka pertanggungjawabkan sndiri dihadapan tuhan nya",Non-Sarcasm
Waham kebesaran dan halusinasi,Non-Sarcasm
Kpk msh hrpkan pensiun bukannya dah kaya raya. Ambidi Ratu sfh terpenuni apalg rakyst dibebani dh mcm2 pajak. Tega nian,Non-Sarcasm
"Saya memilih tidak menanggapi,  karena saya masuk dalam barisan yg bersyukur di 10 Tahun pemerintahan pak jokowi.",Non-Sarcasm
"Gw sedang menunggu buzzer, atau orang yang taunya dikasih sembako dan sengsara bertaun taun 😂 sama kebijakan dan sistem yang ada dari semua iklin 🥳",Sarcasm
Pernah ngak lihat bapak ini pakai kacamata seperti photo di ijazahnya? Coba tempo bikin ilustrasi pake kaca mata dong,Non-Sarcasm
"Sepertinya semua masyarakat sdh tau prestasinya dia hanya ngutang, jadi ngga usah diragukan lagi pasti 100% ngga ada masyarakat yg percaya kinerjanya dia. Seperti kita ketahui bahwa dia adalah pembohong tingkat Dewa",Sarcasm
Cawe2 kental KKN gegara perpanjangan jabatan tdk disetuji.,Non-Sarcasm
"seminggu lagi Ya Allah, kuatkan Hamba",Non-Sarcasm
💩💥,Non-Sarcasm
Sejak 2014 kami sudah paham seberapa kompetensi JKW ... sebatas blusukan sebar kaos bansos ... disewa Oligarki,Non-Sarcasm
Ga bakal percaya lg dah kecewa krn membela koruptor dg mengebiri kpk n lembaga2 institusi lai.,Non-Sarcasm
Padahal dia presiden terburuk sepanjang sejarah,Non-Sarcasm
Akal sehat kita slalu bersama Tempo.,Non-Sarcasm
"Dulu mana ada berita beginian... Saya pun memilih dia karena ndesonya, lugunya, sederhananya. Tapi untunglah saya akhirnya sadar cara mainnya sejak periode pertamanya. 🤓",Non-Sarcasm
Wallahi gw gak Rela.. Semoga Allah adzab jokowi DNA keluarganya dg adzab pedih dunia akhirat,Non-Sarcasm
Menyala tempoo! 🔥,Non-Sarcasm
klo org udah meninggal gk boleh di sebutin keburukan²nya kata ulama. nah nanti klo jokowi...... insyaAllahh saya akan sebutin keburukan² kepemimpinan nya 😊,Non-Sarcasm
@jokowi noh pabrik kayu talenta buka lowongan.drpda nyusahin rakyat mnding jdi kang kayu lgi lu jok,Non-Sarcasm
😂 si badut,Sarcasm
Lagunya bisa di ganti slipknot ajah ga min yang people = hamba Allah yang baik di mata pendukung nya aku takut tiba tiba ada kang baso depan rumah nih 😂😂,Sarcasm
"Gagal kok bikin propaganda seolah berhasil, cuma membangun infrastruktur hasil hutang semua orang juga bisa 😂",Sarcasm
Balikin pajak gw🥲,Non-Sarcasm
Sekalipun ga prnh percaya sm pencitraan MulyoNo dan tim buzzernya,Non-Sarcasm
"Pokokke inyong ora ikhlas wes diapusi. Esemka langka, jare ora utang tp malah utange akeh, jare ora ekspor malah kakean ekspor, 11rb T disak bae ora ditokne. Nyong ikhlas!!!",Non-Sarcasm
M*****k,Non-Sarcasm
Liat aja kolom komentar ig nya. Banyak buzzer,Non-Sarcasm
Sudah saatny oposisi naik ke pemerintahan biar gantian di kritik...,Non-Sarcasm
😢😢,Non-Sarcasm
Hanya Tempo yg berani 😂,Sarcasm
dari pertama nyalon nggak tertarik 😂,Sarcasm
RELA.,Non-Sarcasm
Dimulai dr pencitraan diakhiri dgn pencitraan 🤣🤣🤣,Sarcasm
Good job @tempodotco,Non-Sarcasm
Yo bergerak demi keadilan dan kebenaran..!,Non-Sarcasm
Narcissistic personality disorder,Non-Sarcasm
Maaf... Saya sendiri tidak terpengaruh dengan kampanye nya...,Non-Sarcasm
@bagasaji707 @apinfp @pujifradana helppppppppppp😢,Non-Sarcasm
"Insya Allah saya sudah imun dgn propaganda macam tu. Yg bener aja, masalah-masalah basic blm terjawab kayak kecurigaan ijazah palsu blm terjawab udah ngomong yg lebih jauh. Ya, jadi sulitlah buat mempercayai Pak Jokowi.",Non-Sarcasm
awwww,Non-Sarcasm
Ngak ihklas dunia akhirat,Non-Sarcasm
Pokoknya tanggung jawab di akhirat kelak.... !!!,Non-Sarcasm
Mrnunggu waktu 🔥🔥🔥🔥,Non-Sarcasm
Rakyat puasss kok... puass dikibuli.,Non-Sarcasm
Alhamdulillah w g percayalah sama sekali😂😂,Sarcasm
Mulyono merias Jokowi,Non-Sarcasm
Sekarang lagi getol2 nya kunjungan ke daerah dan penyambutnya udh diatur..emang2 bener2 tokoh polesan konoha 😂,Sarcasm
Dia kan NPD,Non-Sarcasm
"Enaknya uang rakyat, bisa dipake sesuka saia😋 - inisial M",Non-Sarcasm
Ga berhasil pakde @jokowi dengan tambahan utang negara,Non-Sarcasm
"Saya bukan terpapar min....saya menikmati hasil pemerintahan Jokowi. Sy merasakan 6 presiden, dan ini yang terbaik",Non-Sarcasm
Berhasil miliknya Mulyono klo gagal salahin rakyat. Duitnya milik Mulyono klo utang milik negara.,Non-Sarcasm
Cek aja postingannya @pengamatsepakbola 🤣🤣,Sarcasm
Thebest emang tempo🔥🤣,Sarcasm
Bapak aj tidak yakin sama prestasi bapak ya.. Apalagi rakyat 🤭,Non-Sarcasm
Pantesan banyak akun2 yg posting kepuasan prestasi pak JKW di beranda2 sosmed termasuk @psi_id 😂,Sarcasm
"Sakit hati&muak dengan segalanya yg diperbuat oleh presiden Indonesia periode 2014-2024,10th kemiskinan bertambah,pajak naik,BBM naik, pengganguran tambah banyak, kerusakan alam menjadi-jadi, korupsi hal lumrah yang dipertontonkan tanpa ada hukuman yang adil,utang mencekik rakyat,tapi kayak gitu mintanya disanjung??? Anda sehat pak????",Non-Sarcasm
Butuh validasi jugakah? 10 tahun lo😂,Sarcasm
"Di kelurahan Tanah Baru Beji Depok, sampai saat saya ketik komen ini, warga msh antri beras 5 atau 10 kg.",Non-Sarcasm
😂😂,Sarcasm
Luar biasa...👏👏👏,Non-Sarcasm
Saya tdk pernah tertarik dgn sosok Jokowi dari saat sebelum maju calon walikota solo,Non-Sarcasm
Brain wash nya dengan cara akal2xan spy yg berhasil si Mukidi,Non-Sarcasm
"Pentingnya personal branding, yuk yg mau gabung, saya buka kelas untuk personal branding...",Non-Sarcasm
Hanya TEMPO yang bisa begini,Non-Sarcasm
Halo @gnfi,Non-Sarcasm
Ga rela sama sekali. Ntr siap2 aja pd nagihin di akhirat yaa bukan nagih ke mulyono aja tp nagih jg ke para buzzer inFLUencer yg mau kampanyein ini. Sumpah ga rela uang pajak dipake kaya ginian,Non-Sarcasm
"@jokowi 10 Tahun Memang Sukses : 1. Menjaga Kemiskinan. 2. Revolusi Mental, GenZ Buta Maps. 3. Pembodohan Nasional. 4. Pembohongan Publik Secara Nasional. 5. Hutang Melambung Tinggi. 6. Nepotisme Terang-terangan. 7. Politik Balas Budi",Non-Sarcasm
Ketika A NEW HOPE berubah menjadi A NEW FAKE 😎😎😎,Non-Sarcasm
Relaaa 😎,Non-Sarcasm
Bagaimanapun hebat menyimpan bangkai baunya akan tercium juga. 🔥🔥🔥🔥,Non-Sarcasm
Tidak rela.,Non-Sarcasm
"Sampe matipun Jokowi akan pake uang rakyat..... DIADILI SPT PRESIDEN FILIPINA, MARCOS",Non-Sarcasm
Selama 10 tahun JEBLOK 100%...spt ini kah pelayan rakyat...cuihhhh!!!,Non-Sarcasm
gara2 gorong2 sial😮‍💨,Non-Sarcasm
Gwendeng gwendeng mau pensiun masih di poles😂😂😂,Sarcasm
👏,Non-Sarcasm
Kmaren udh denger di @bocoraluspolitik,Non-Sarcasm
Hancur gara2 mul,Non-Sarcasm
"Klo disodorkan fakta yang sebenarnya maka buzzer itu komentarnya template semua, ga jauh dari ""anak abah, kaum 16% susah move on, atau emang kamu udah ngasih apa ke negara"" 😂😂",Sarcasm
"Kalp dibilang sakit hati, iya gua sakit hati... Kenapa lu ga suka???",Non-Sarcasm
msh pake cara lama .. pendukung & yg didukung sdm rendah 🙏,Non-Sarcasm
😂😂😂😂,Sarcasm
Tandai akun buzzzenya lalu tinggalin komen taksenonoh 😂,Sarcasm
Ga takut akhirat,Non-Sarcasm
"ga yakin abis ""pulang ke solo"" berenti bakal berulah 😭",Non-Sarcasm
Menurutmuuuuuu apa yg bisa terjadi dalam sewinduuu~~~~,Non-Sarcasm
"Ingat Jokowi, ingat teori kebalikannya 🔥",Non-Sarcasm
Menyala tempo🔥,Non-Sarcasm
Uang dari bantuan komunis lah bang.. Wong cara2 jokowi ini cara2 komunis. Eh btw tempo kok bahas gini.. G takut gedungnya dibakar kya platform china yg itu tuh..,Non-Sarcasm
"Coba dibongkarrrrr semuanya kesalahannya lalu diadili, tangkap dan penjara kan",Non-Sarcasm
Presiden tertolol butuh validasi bukan prestasi,Non-Sarcasm
BOOM 💣🔥,Non-Sarcasm
"Kembang pasir, pajak saya dibuat amplifikasi produk gagal kah?? Prestasi bulu kemaluan, cuih",Non-Sarcasm
LUAR BIASA @tempodotco saluuuut saya..,Non-Sarcasm
Beyonce aja sungkan sama bapak ini.,Non-Sarcasm
Satu kata EDAN. Untung GK pernah milih ini...,Non-Sarcasm
Most embarrassing president 🤮,Non-Sarcasm
"Mulyono presiden ternajis,,",Non-Sarcasm
Buka dulu Topeng mu ....👏,Non-Sarcasm
Ndk capek Pak? 😢 @muamarikhsan @melywinarti,Non-Sarcasm
Gw penasaean gmna cara Tempo cari tahu semua ini,Non-Sarcasm
menyala tempoo 🔥,Non-Sarcasm
"Gw dah faham lah kalau ke atas berati kebawah, kalau ke kanan berarti ke kiri",Non-Sarcasm
Pemilu 2014 tidak memilih si penipu itu begitupun tahun 2019  dan intinya saya tidak memilih yang berbau si penipu tersebut,Non-Sarcasm
Ada indikasi ijazah palsu,Non-Sarcasm
"Kalau hasilnya memang nyata Why Not, sirik aja lu tempo... 😂",Sarcasm
"Bagaimana dengan saham Freeport yg sudah direbut 51% milik Indonesia 🇮🇩 oleh pak Jokowi?🤔..

Bagaimana dengan usaha dan segala cara belio sebagai kepala negara bertahan terhadap bahaya covid sehingga masyarakat nya tidak bnyk yg mati dan negara bangkrut seperti yg dialami Singapore??🤔

Bagaimana dengan usaha belio meratakan harga brg2 kebutuhan pokok sampe diujung timur Indonesia 🇮🇩 yg sgt dirasakan oleh saudara kita di merauke Papua ujung ??🤔

Saya bukan buzzer,sy cm Masy biasa yg ngga dpt bansos, KIP  dll ...saya hanya melihat dg kacamata hati dan nurani bgmn mensyukuri nikmat yg Gusti Alloh SWT berikan lewat pemimpin kita pak Jokowi 👍👌😘 

Ingat...pak Jokowi jadi presiden itu atas seijin Gusti Alloh SWT 😇🕋...negara lain di sgt menghormati..bhkn seorang Putin Vladimir yg sgt susah ditembus para pemimpin dunia..tp pak Jokowi diterima dg hormat dan persahabatan saat sdg konflik dg Ukraina...

So..buka mata hati kita...wahaiii redaksi Tempo....cm presiden Jokowi seorang kepala negara yg diam saja 👍 di caci maki dihina di hujat dilecehkan 💖👌😘",Non-Sarcasm
